Statement,Rating
"Bago si Annabelle Rama, sya raw ang babaeng labis na minahal ni Eddie Gutierrez na nagbunga pa ng isang supling",Fake
"Toni Rose Gayda, matinding pagsubok sa buhay pala ang nilagpasan. Sobrang blessed sa kanyang inang si Rosa Rosal. ",Fake
 Rendon Labador binigyan ng payo ang dating aktor na si John Regala,Fake
To the Rescue! Delivery Rider Naging Life Saver ng Isang Customer na Inatake ng Asthma,Fake
Traffic enforcer umani ng papuri dahil sa patuloy na trabaho sa kasagsagan ng baha at ulan,Fake
"Batang Ina, ibinahagi kung paano nakapagtapos ng kolehiyo habang kasamang pumapasok ang 2-anyos na anak!",Fake
"Bagong silang na sanggol, nahiwa ng doktor ang mukha matapos gawin ang C-section operation",Fake
"Matataas na standards ng mga kompanya, pero mababang pasahod dahilan ng pag-aabroad ng mga Pinoy- Netizen",Fake
“KAPAPASOK LANG! MATINDI TO! SARAD0 na! PASTOR QUIBULOY SUMAB0G sa GALIT UP DILIMAN GUSTONG IPASA-RA !”,Fake
"Sharon Cuneta, naglakas loob na tumaya sa Lotto: 'for the first time ever ako ang nagpunta sa store at pumili ng numbers!'",Fake
Pilipino sa Japan pinarangalan bilang pagkilala sa kabutihang ginawa para sa isang Haponesa,Fake
" Pagliligtas ng pulis sa isang babaeng tatalon sa tulay, kuha sa video; Mga netizens todo puri",Fake
"Dating taga hugas ng plato na ang sahod ay 80 pesos kada araw, may payo sa mga taong nayayabangan sa kanya!",Fake
" Kaibigang pinagkatiwalaan, tinangay ang mahigit kalahating milyong renta sa apartment",Fake
"Mabait na Guro, binastos at minura ng kanyang mga estudyante dahil lang sa isang module",Fake
"Alagang aso bakas ang lungkot sa pagpanaw ng kanyang amo, nakaabang at naghihintay lamang sa higaan nito",Fake
"10 taong gulang na batang babae, ginampanan ang pagiging magulang sa dalawang kapatid matapos iwan ng ina.",Fake
"“Breaking news! Pilipinas, magkaka-nuclear na! Biden, nakaplano na ang uumpisahang deal kasama si President Ferdinand Marcos Jr. tungkol sa itatayong nuclear facility sa Pilipinas !”",Fake
Babae isinugod sa ospital dahil sa sobrang pagkain ng maaanghang at pag-inom ng milk tea,Fake
"Viral Student/Taho Vendor na si Gurprit, binagyo ng ayuda mula sa mga negosyanteng nakasaksi sa kanyang kasipagan.",Fake
"Dating sikat na aktres, ginulat ang mga pinoy sa bagong trabaho nito sa Amerika!",Fake
" Babaeng umorder ng TV sa isang online store, isang sulat at USB cord ang natanggap",Fake
"Batang tanging kamote lang ang kinakain, Kinurot ang puso ng mga netizen: ""Wag kayong tamarin. Maawa kayo sa mga magulang niyo""",Fake
"Isang lalaki nakalikha ng magagandang bags mula sa basurang lata ng softdrinks, dinagsa ng mga parokyano",Fake
"“Despite the challenges of the pandemic and the global economic upheavals, we remain on track to reach upper middle-income status by next year. With steady investments in food, public health, education, and other social services, we expect to become a moderately prosperous country by 2040. I am confident that we will achieve this vision.”
Source: RTVMalacañang, Statement at the 77th Session of the UNGA General Debate  9/20/2022, Sept. 21, 2022",Fake
"Lalaking nambastos, siya pa ang galit at nagwawala",Fake
"Juliana Gomez, minsan na ring inakala na siya'y ampon dahil tila naiiba ang itsura niya sa mga magulang.",Fake
" Batang itinaboy habang nagbebenta ng sampaguita, tinulungan ng isang napakabuting Netizen",Fake
Dugyot na tenant nag-iwan ng maraming basura kahit nabigyan pa ng libreng upa ng ilang buwan,Fake
"Plastik lang pala! Plantita, 2 taong diniligan at inalagaan ang inakalang totoong halaman.",Fake
"Ulirang Kuya na dumaing sa social media, nakapagpatayo ng sariling negosyo at nagpakain pa ng libre sa kanilang lugar!",Fake
"Isang Grab driver, ibinalik ang P1.6M na perang naiwan ng kanyang dayuhang pasahero na nagkamali ng sakay ",Fake
"Kapatid ng groom, nainis matapos magbayad ng P5k sa simbahan ngunit plastic labo ang ginamit na dekorasyon",Fake
"Seth sa pananatili sa bahay kahit malaki na ang kita: ‘Napaka-special, wala pa ako, ‘yong bahay na ‘yon, bahay na’",Fake
Banyaga na naabutan ng lockdown sa isla ng Boracay nanawagan ng tulong upang makauwi na sa kanyang bansa,Fake
“KAHAY0PAN NG D1LAWANG CARDINAL NADlSKUBRE | TAGLE KlNARMA SA PAGWALDAS NG PERA SINIPA NG SANTO PAPA !”,Fake
"""Nakapagtataka"" 48-anyos na si Rachel Alejandro, bakit nga ba hindi pa rin nagkakaroon ng anak?",Fake
"Kris Aquino, may 2 bagong autoimmune disease; mga naunang gamot hindi daw epektibo , ayon kay Ballsy",Fake
"“MARCOS WEALTH ANG KATOTOHANAN! utang ng AMERICA sa ginto ni MARCOS MABABAYARAN NA? ,  was posted on Sept. 23 by YouTube channel Foodie Neth  and reposted by FB page ADF 2.0 .",Fake
"'Ako po yung nanalo, kaso': Mga netizens may tugon sa panawagan ng PCSO tungkol sa premyong P98M na hindi pa nakukuha",Fake
"“Research on thousands of people who have successfully regained their shape, lσst mαny k.g in a short time and improved their health effects after eating MEIZOU Chia seeds. The product has been approved by the FྂDA  as safe and good for health.”",Fake
"Emosyonal na liham ng isang titser sa kanyang ""favorite student"" binaha ng luha at pakiki-simpatya!",Fake
Naalala niyo pa ba ang batang nag-aararo noon na si Reymark Mariano? Ito na ang masaganang buhay niya ngayon.,Fake
"Buntis na pinaglihian ang pagkain ng sabon, nanganak na't lahat pero tuloy pa rin sa pag food trip ng bula!",Fake
"11 anyos na bata, pwersahang pinaglaro ng mobile games ng kanyang ama nang 17 oras na walang tulugan!",Fake
 OFW pinalayas ng employer matapos humingi ng day-off sa apat na buwang pagtatrabaho upang ipagluksa ang ina,Fake
"Lalaking hindi pinasahod, lalakarin mula Laguna hanggang Maynila, ilang beses bumagsak dahil sa pagod at gutom",Fake
"Netizen, nawindang sa itsura ng pagkakabalot ng kanyang order sa shopee",Fake
"Modelong si Kat Alano sa pagkaka-aresto kay Vhong Navarro: ""After 17 years...Finally a glimpse of justice""",Fake
"15-anyos na iskolar, namigay ng ayuda gamit ang kaniyang 'scholarship allowance!'",Fake
"Dating empleyado na piniling magbenta ng kape sa kalsada, patok at dinadayo ngayon lalo ng mga siklista.",Fake
" Security guard ng Jollibee, umani ng papuri matapos pakainin ang isang customer na PWD ",Fake
"“When we went to [the] EU [European Union], they discussed a bit of human rights but we told them, it is the new administration, there’s a new policy. The president said maximum tolerance when it comes to human rights …”
Source: Senate of the Philippines, Senate President Juan Miguel “Migz” Zubiri’s Press Conference , Nov. 7, 2022, watch 00:16 to 00:26",Fake
"Meet the Wife of Vhong Navarro na si Tanya, From 2014 To 2022, For Better or For Worse ang Suporta sa Kanya! ",Fake
Sino nga ba si Halina Perez sa totoong buhay at ano ang kalunos-lunos na sinapit ng noo'y sikat na aktres,Fake
"Ruffa Gutierrez, binatikos matapos magmura sa isang segment ng It's Showtime",Fake
"Artistang si Mahal, sumunod lang ng araw sa pagyao ng Ama; Mga kapatid nilinaw ang isyu sa pagdiin umano kay Mygz sa nangyari",Fake
" Isang security guard na ama, kasama ang anak sa duty para maalagaan, hinangaan ng mga netizens",Fake
"""Jobless, Alone and Living with Cirrhosis"": Tunay na Estado ni John Regala Ngayon!",Fake
"22-anyos na binata, pinatulungan ng tatlong babae para tuliin!",Fake
" Bagong kasal, binigyan ng nagkakahalagang 100K sa kanilang Money Dance",Fake
"Sa halip na magwala, binata may nakakagulat na ginawa sa nobya at lalaki nito habang natutulog sa kanilang bahay",Fake
"52 Years Old, Grade 12 Student sa Umaga, Grab Driver sa Gabi!",Fake
"ANG SAKIT: Lalaki, hindi napigilang maluha habang vini-videohan ang huling sandali ng kanyang asawa",Fake
"91-anyos na lolo, nakapagtapos ng High School! Pinarangalan bilang ""Model Student of the Year""",Fake
"Imbes na magkasiyahan, nauwi sa trahedya dulot ng bigla-biglang pagragasa ng tubig",Fake
"Julia Clarete at ang dahilan nito para iwanan ang mundo ng showbiz, muling inalala.",Fake
"Nalikom na 15,000 Donasyon para sa Tatay na may Sakit, Tinangay ng walang-awang Scammer!",Fake
"“Bukod pa roon ay palapit na nang palapit tayo sa presyo na aking pinapangarap para sa bigas, especially dahil naibibili na natin ng 25 pesos… ubos kaagad iyan. Siguradong ‘yan ang unang nauubos, eh. Kaya’t gagawin natin itong national program na, hindi lamang sa mga LGU.”
 a national program, not just for the LGUs.)
Source: RTVMalacañang official Facebook page, Kadiwa ng Pasko Caravan in Quezon City, Dec. 1, 2022, watch from 29:02 – 29:31",Fake
“Nakapag-abroad ka lang. Kuripot ka na” Kumareng galit sa maliit na regalo ni Ninang,Fake
"“My position hasn’t changed and I have stated it often even before I took office as president that there are many questions about their jurisdiction and … what can be — what we in the Philippines regard as an intrusion into our internal matters and a threat to our sovereignty.”
Source: RTVMalacanang official YouTube channel, Press Conference  , Feb. 18, 2023, watch from 00:13 to 00:42",Fake
"""Our child's mental health or EQ is more important than their grades.."" -Nakakaiyak na Mensahe mula sa isang Ina",Fake
" ""Little kindness in this chaotic world"" Imbes na magalit at magreklamo, kustomer mas piniling intindihin ang rider",Fake
"Ilang minutong delay sa pag-announce ng Bb. Pilipinas International 2022 winner binalot ng kontrobersya, may pagkakamali nga ba?",Fake
"Matapos hindi matanggap sa trabaho dahil sa kaniyang hitsura. 26-anyos na lalake, 9 na beses nagparetoke!",Fake
"Cristy Fermin, pinayuhan si Jinkee na matulog na lang imbis na ibida ang mga mamahaling damit pantulog nito.",Fake
“GOODNEWS! MATlNDlNG UTOS DEPED K 12 ni PNOY BUBUWAGIN PIRMADO NA !”,Fake
"Batang pasan ang mundo sa pag-aalaga ng Inang may malubhang sakit, umiiyak at humingi ng tulong!",Fake
"Lechon Naletse: Ginang nagulantang sa nabiling lechon; duguan at hilaw na nga, may laman-loob pa!",Fake
"Isang lolo na empleyado ng BPO, tindero naman ng chicharon sa araw ng kanyang day off",Fake
TIGNAN: Gaano nga ba kayaman at ka-powerful ang ex-husband ni Ruffa Gutierrez?,Fake
"Estudyante sa Leyte nanalo ng P20M sa int'l science competition, tinalo ang 11,000 entries sa buong mundo ",Fake
"Julia Barreto umamin na hindi nga sila nag-uusap ng amang si Dennis: ""I just want to kind of huminga lang muna from that cycle""",Fake
"Magkasintahang may edad na 93 at 51, emosyonal sa kanilang kasal",Fake
" 22-anyos na babae, nagpa-opera para maibalik ang virginity matapos lokohin ng kaniyang ex",Fake
"18-anyos na tindera, inagaw ang baril at hinabol ang holdaper ng pinapasukang burger store",Fake
"70s? 80s? 90s? Basyo ng pulbos, ginagawang alkansya ng mga batang Pinoy noon",Fake
"Lola, ibinigay ang laman ng kanyang tindahan sa mga kapitbahay na hindi nabibigyan ng ayuda",Fake
"Project na parol ng bata, tinanggihan ng guro dahil pangit daw ito, ina ng bata naglabas ng saloobin ",Fake
"Bilyonaryong nobyo ng aktres na si Sue Ramirez, kilalanin!",Fake
“Ang Unang Nuclear ng Pilipinas Dumating Na! Sandatahang Lakas ng Pilipinas Papantay na sa China  of the Philippines has arrived! The Philippines’ Armed Forces will now be on par with China).”,Fake
"Ina ni Herlene Budol, dismayado sa resulta ng Bb. Pilipinas 2022: ""Hindi namin alam kung ano ang nangyari.”",Fake
Alamin ang tunay na buhay at sanhi ng pagkamatay ng batikang komedyante na si Redford White,Fake
 Bike for sale ni lolo: “Wala na po kasi kami kakainin. Pang kain namin ngayon.”,Fake
" Dalaga, ibinahagi ang dahilan kung bakit naglalagas o napapanot ang kanyang ulo",Fake
"Sharon Cuneta, tinangkang bumili ng sinturon pero tablado sa Hermès store! Namakyaw na lang tuloy sa Louis Vuitton.",Fake
"Guro, pinagda-drop ang estudyante na hindi afford ang laptop o internet para sa online class",Fake
"Imbis na pagsilbihan, isang Arabo ang malugod na nag-sandok ng masarap na pagkain para sa kanyang kasambahay.",Fake
" LUGI! Alden Richards, hindi umano kumita sa concert ng Eheads dahil sa P80-M na talent fee ni Ely Buendia",Fake
"Andrea Brillantes, hindi pumalag sa sinabi ni Ricci Rivero! Inamin din na siya ang nag 'first move' sa kanilang dalawa.",Fake
"Isang electrician, sampung araw na naglakad mula sa Sorsogon hanggang Daraga,Albay matapos maloko at iwanan nang walang sahod",Fake
"“’Yung galit na galit ang mga #Dilawan at anti-gov leftists activists terrorists sa panukalang-batas na Maharlika Wealth Fund. Pero ang hindi nila alam eh mungkahi pa ‘yan nila panahon pa ni PGMA hanggang sa termino ni PRRD. Hindi nga lang naisabatas pa.
",Fake
"Pulubing sanggol na nagwawala sa gutom, walang arteng tinulungan at pinasuso ng babaeng napadaan.",Fake
"Walang kawala! Palusot ng bogus buyer, hindi umubra sa online seller",Fake
"Lolit Solis, hinabilin na isama ang alagang aso pag ike-cremate siya ""Ayaw din ni Jokjok mabuhay na wala ako, ‘no?!""",Fake
"Bangkay ng matanda, dinala sa Bangko upang makuha ang laman ng bank account nito",Fake
" Binata, ibinalik ang napulot na bag na may lamang P70,000",Fake
"Nag-iisang bayan sa buong mundo na 1 lang ang populasyon, 88-anyos na lola ang nakatira na sya ring tumatayong Mayor, clerk, librarian, at iba pa",Fake
"Inahing Baka na masungit, napaluha matapos siyang tulungang maisilang ang kanyang kaisa-isang anak.",Fake
"Sanggol na kape lang ang iniinom dahil P50 pesos lang ang kita ng mga magulang kada araw, sinaklolohan.",Fake
"Mga netizen, windang sa unboxing ng ‘feminine toy’ ni Gloria Diaz ‘It vibrates very fine!’",Fake
Honest working student who found money in ATM hailed by netizens,Fake
"75-anyos na lolo, todo kayod sa pagpadyak ng pedicab kahit nagrereklamo ang pasahero: ""Kailangan ko kasi wala pambili ng bigas""",Fake
 Ang kwento ng buhay ni Benjamin Garcia A.K.A Ben Tumbling,Fake
"Branch Manager ng malaking Bangko, inireklamo ng depositor dahil umano sa mga ""ūnäuthorized withdräwals"" ",Fake
“OMG! BAGONG PERA NG PILIPINAS INILABAS NA ! NEW PHILIPPINE BANK NOTES AND COINS.”,Fake
“KAKAPASOK LANG SA WAKAS! VPSARA UMAKSYON NA! GENERAL BANTAG BALIK BUCOR! CATAPANG UMAMIN NA REMULLA .”,Fake
"""monthly period, huwag balewalain baka matulad ka sakin"" paalala ni ate",Fake
" ""Mas mababalian ng leeg ang anak ko nito"" Pag-aalala ng Ama sa pagamit ng car seats ng kanyang 3-anak",Fake
" Sunshine Cruz, matapang na ibinahagi ang mapait na karanasan sa honeymoon nila ni Cesar Montano",Fake
"Dabarkads Jimmy Santos, nagdaos ng kaarawan sa kalye upang mamahagi ng kaunting tulong sa mga mahihirap.",Fake
"Tekla at dating ka-live in na si Michelle, nagkabalikan at buntis na muli ngayon",Fake
"Pinay nurse sa UK, gagawaran ng pinakamataas na pagkilala at parangal mula kay Queen Elizabeth II at Prince Charles",Fake
"Anak ni Ruffa na si Lorin sa Broken Families: ""It’s possible to heal relationships..""",Fake
"Isang anak, dali-daling umuwi dahil sa nakitang litrato ng kanyang ina",Fake
"Php 10,000 Weight Loss Challenge ng isang Ama sa Anak, Kinagiliwan ng Netizens",Fake
" Anak ng OFW, hindi sinayang ang pagod ng Ina; nakapag-ipon ng isang malaking drum ng pera",Fake
"Saan aabot ang P20 mo? Noong 1960s, may tiket ka na sa The Beatles concert",Fake
"74 anyos na lola, patuloy pa din sa pagsisid ng mga barya sa pier upang maitaguyod ang mga apo",Fake
"13-anyos na estudyante, tinulungan matapos malaman ang hirap na dinaranas sa pag o-""online class""",Fake
"Anak ng isang magsasaka, pumasa sa 13-prestigious Universities at makakatanggap ng tumataginting na 11-M ",Fake
"Efren ""Bata"" Reyes, pinagkaguluhan sa Vietnam. SEA Games Bronze medal, nasungkit ng tinaguriang ""The Magician""!",Fake
"Kahit na patuloy na binabatikos, Bea Alonzo ipinagdarasal si Lolit Solis: ""I heard she's sick. I will sincerely pray for her healing..""",Fake
,Fake
 Magandang social media influencer ginulat ang marami ng ibunyag ang totoong pagkatao,Fake
"Nakakatakot at kakaibang m0dus sa NAIA, ibinahagi ng isang netizen",Fake
"Dating Teen Star Antoinette Taus, 41-anyos na pero parang hindi tumatanda. Pang-bagets pa rin ang kagandahan.",Fake
"Matandang Live Seller, biktima ng mga bogus miners; Netizens, nanawagan: 'Be Responsible Buyer'",Fake
"Netizen sa Tricycle Driver na Nagsauli ng Nahulog niyang Cellphone: ""Deserve Nyo Pong IFlex!""",Fake
"Matalinong anak ng magsasaka, nakatanggap ng P16M mula sa sikat na unibersidad sa Amerika ",Fake
“24 ORAS EXPRESS AMERICA AT PILIPINAS BUMANAT NASA WEST PHILIPPINE SEA ! VINES BREAKING NEWS VIRAL.”,Fake
 Kilalanin ang binatilyong kamukhang-kamukha ng yumaong aktor na si Rico Yan,Fake
" Buwis buhay na pagsisid ng isang matandang lalaki sa baradong kanal, nakuha sa video",Fake
" Isang Ina, nandiri sa lasa at sa nakitang laman sa loob umano ng isang sikat na inumin",Fake
"Babae, natagpuan ang inspirasyon sa poging delivery boy na naghatid ng kanyang order",Fake
"“Matapos MANGGULO ang Tinig ng Plaridel | VP SARA at PBBM, TINANGGALAN ng ₱2.5 BILLION PONDO ang UP !!”",Fake
"Ina, milagrong nakaligtas sa isang aksidente sa sasakyan, isang araw bago ang kaniyang kaarawan.",Fake
"Dalagang may 'Quarter Life Crisis', ibinahagi ang masalimuot na pinagdaan",Fake
Bakit nga ba umiiyak ang mga buwaya sa harap ng kanilang biktima?,Fake
Isang Briton nagpapadala ng £400 kada buwan sa kasintahang Pinay kahit laban sa kagustuhan ng kanyang pamilya: ' I’m following my heart. It’s my choice',Fake
"Isang lalaking nagwala matapos di bigyan ng sapat na pang yosi, arestado",Fake
" Sanggol na iniwan sa basurahan noon, isa ng milyonaryo ngayon",Fake
 Ruffa Gutierrez sinagot ang tanong ni Atty. Guanzon patungkol sa dalawang kasambahay na pinalayas umano sa village,Fake
" Sa halip na pera, makabagbag-damdaming sulat sa loob ng mga ampao ang iniwan ng yumaong ina.",Fake
" Anak, isinugod sa ospital matapos malason ng nilalarong halaman; Mga magulang, nagbabala!",Fake
"Manager ng isang Fast Food, hindi napigilang ibulgar ang inaatupag ng delivery rider imbis na ihatid kaagad ang order ng customer.",Fake
"Janitor na nagpursige sa pag-aaral, grumaduate sa La Salle",Fake
"Leni Robredo, Angat Buhay, namahagi ng school shoes sa mga estudyante sa CamSur",Fake
"Matinding mensahe para kay Pambansang Kolokoy: ""Love is always a choice to make""",Fake
"Sikat na child star noon na si Agata Tapan, ganito pala ang nangyari sa kanya matapos iwan ang showbiz",Fake
,Fake
"Mansueto ""Onyok"" Velasco Jr., nakatanggap ng tindahang pang-negosyo at 100k piso mula Chooks-to-Go!",Fake
" GrabFood rider, iniwan ang order na idedeliver upang matulungan ang isang matanda",Fake
"Misis naglabas ng hinaing sa 1k na ayudang natanggap, 3 nyang anak di daw kasama sa bilang",Fake
"Grab rider sa viral na 'lugaw' issue: ""Di po kami law violators naghahanapbuhay lang po kami""",Fake
"Sa edad ng 25, dalaga nakapagpundar ng sariling bahay at lupa, iniregalo sa mga magulang bilang pasasalamat",Fake
"Lalaking naka motor, matapang na inalam ang lihim na nagkukubli, sa madilim na lugar ng Avenida.",Fake
"Batang nagbihis Sto. Niño, kinaaliwan ng mga deboto! Nag-flying kiss pa sa mga bumabati dito.",Fake
"Dahil sa ""kwek-kwek"" at manok, mag-asawang tindera may sariling lupa at kotse na!",Fake
"Babaeng papasok sa trabaho, aksidenteng natagpuan ang kapatid na naging taong grasa; Kalahating dekada nang nawawala",Fake
Nakakagulat na reaksyon ng isang customer matapos matapon ng delivery rider ang kanyang order,Fake
"Epic Fail! Foreign Band na 'Converge', Inulan ng Reklamo, Napagkamalang Internet Provider ng mga Pinoy!",Fake
"Isa pang anak ni Loren Legarda, nagsalita na!",Fake
" 11-year old na babae, nanalo ng tatlong gold medal sa marathon gamit ang DIY na surgical bandage “Nike” na sapatos",Fake
"Ama na napagkakamalang magnanakaw, walang mahanap na trabaho at maupahang bahay",Fake
"Pen Medina naging emosyonal, lubos ang pasasalamat kay Coco Martin at tinawag itong bagong FPJ.",Fake
"Batang nawala sa pamamasyal, laking gulat at halakhak ng mismong nanay nang ito'y matagpuan.",Fake
" 17-year-old na Pinay genius, kahanay sina Bill Gates at Mark Zuckerberg sa 7 Famous Computer Programmers",Fake
Xian Gaza sa nagkaso sa 80-anyos dahil sa mangga: “Ipapakilala kita sa buong Pilipinas”,Fake
"Guro, may panawagan sa mga magulang matapos paglaruan ang larawang kuha sa loob ng silid-aralan.",Fake
"Isang guro, ipinapainom raw ang sariling ihi sa kanyang mga estudyante",Fake
"Pag-iibigan ng isang Engineer at Tricycle Driver, umantig sa puso ng mga netizen",Fake
"1M Gone! Sikat na Vlogger na si Donnalyn, Ibinunyag kung paano siya na-Scam ng isa ding Vlogger",Fake
"Matandang lalaki sa Pampanga, itinapon ang binigay sa kanyang relief goods dahil kulang raw ito",Fake
" Owner ng isang Resort sa Cebu, Inulan ng Batikos dahil sa Autism Remarks, Nagbitiw sa Posisyon!",Fake
 Anak ni Ruffa na si Lorin naglabas ng sama ng loob sa lahat ng bumabatikos sa kanilang pamilya: “As if you know everything…”,Fake
"Mag-iina na hindi nakabayad sa inuupahan na bahay, pinalayas ng may-ari ",Fake
"Gretchen Barretto, nagluto ng instant Pancit Canton gamit ang kaniyang P17,000 na kaldero.",Fake
"80-anyos na Lolo, inaresto dahil umano sa reklamong pagnanakaw ng Manggang siya ang nagtanim",Fake
"Anak ng magsasaka at tindera, nasungkit ang Full scholarship mula sa prestihiyosong Unibersidad sa Amerika   ",Fake
"5-taong gulang na bata sa Isabela, sinagip mula sa sunog ang lola nyang hindi makalakad, pinarangalan",Fake
“24 ORAS EXPRESS AUSTRALIA AT PILIPINAS BUMANAT NASA WEST PHILIPPINE SEA ! VINES BREAKING NEWS VIRAL.”,Fake
Anghel sa lupa! Kilalanin ang half-sister ng mga anak ni Ruffa Gutierrez kay Yilmaz Bektas,Fake
"Lalaki, hindi mapakasalan ang girlfriend dahil hindi kaya ang 'Kasalang Batangas'",Fake
"Sikat na starlet noon, palaboy-laboy na lang ngayon! Ilang buwan ng hinahanap at hindi matagpuan ng pamangkin nito.",Fake
"Dating kontrabida na si King Gutierrez a.k.a 'Ben Delubyo', isa nang bigatin ngayon sa totoong buhay",Fake
"Isang ama na tubong Laguna, nanalo ng P136M sa isang draw sa UAE",Fake
Bakit maagang namaalam si Bruce Lee sa edad na 32 at ano ang dahilan ng kanyang pagpanaw? Alamin..,Fake
"Singer na si Kris Lawrence, dinepensahan si Alex Gonzaga: ""And it’s not like his life is in danger cuz of some cake on the face""",Fake
"Basketbolistang Beki, sinikmuraan ng kalaban dahil sa husay maglaro. Gumanti ng tadyak!",Fake
"Edu Manzano, hindi sasakay sa Cebu Pacific hangga't di inaalis sa trabaho ang piloto na nag post laban kay VP Robredo",Fake
" Netizen, naawa at humanga sa isang taxi driver na naka-oxygen habang nagmamaneho",Fake
"Face-to-face yarn? ‘VP Sara’ at ‘Jericho Rosales’, nagkaharap sa isang event",Fake
Pedicab driver abot langit ang pasasalamat nang makita ang Doktor ng anak makalipas ang halos isang dekada,Fake
" Host sa nagviral na kasal, may rebelasyon: ""Malungkot at kawawa si bride. Siya pa ang gumastos!""",Fake
" Ama ng batang chess champion, nananawagan na sana'y makahanap ng sponsor para sa kanyang anak",Fake
"Bagong kasal, ginawang 'kapa' sa dami ng perang nalikom mula sa kanilang 'prosperity dance'",Fake
" Trabahador na kumikita lamang ng 3K, umaapaw ang tuwa at saya: ""Hirap, pero parang 3-milyon nadin ito""",Fake
"Babaeng pagod nang maghanap ng jowa, nag desisyong pakasalan nalang ang sarili",Fake
" 10 taong gulang na batang walang kamay at paa, nangangahoy upang makatulong sa pamilya",Fake
 Ogie Diaz ibinulgar ang mga naging gastos umano ni Pokwang sa kanilang pagsasama ni Lee O'Brian,Fake
"Award-Winning Writer to Teachers: ""Pakiusap po, Wag ipost ang output ng inyong mga Mag-aaral sa Socmed!""",Fake
"Pamilyang nakikinuod ng telebisyon sa kanilang kapitbahay, pinagsarhan ng bintana at pintuan",Fake
"Dating Co-Host ni Willie Revillame na si Sugar Mercado, Proud at Masaya bilang isang Single Mom.",Fake
Customer kinancel ang order na worth 7k sa Angkas rider matapos umanong mainip dahil sa matagal ng paghihintay,Fake
"Dating estudyanteng janitor sa Australia, tagumpay na nakapagtapos ng pagaaral at ngayo'y may sariling restaurant na!",Fake
Astig na artista pero mapagmahal na asawa at ama. Ang totoong Joko Diaz sa likod ng camera.,Fake
"Kai Sotto, pumalag sa hindi pagpayag ng SBP na maglaro sa liga sa ibang bansa ang kapwa Gilas player nito.",Fake
"Isang construction worker, masayang sinabitan ng mga medalya bilang pasasalamat ng kanyang anak ",Fake
"Matandang babae iginapos at pinagtawanan matapos umanong mapagkamalang ""aswang""",Fake
" Estudyanteng nasarahan ng remittance center para kumuha ng padala, inabutan ng pera ng sekyu",Fake
"Isang dating trabahador sa construction, nagsumikap mag self-learn hanggang sa natupad ang pangarap na trabaho abroad",Fake
"Larawang ipinakita ni Gloria Romero noong siya ay dalaga pa, pinusuan at hinangaan.",Fake
"Ang masayang married life ng kapuso star na si Joyce Ching at asawang si Kevin Alimon, Ipinasilip.",Fake
"Lolo Taho Vendor na Patuloy na Kumakayod para sa Asawa at 10 Anak, Viral at Hinahangaan ng Lahat!",Fake
" Hardworking na tatay  at magsasaka mula sa Misamis Oriental, nakapagtapos ng kolehiyo",Fake
"Isang Filipino mula sa Abra, hinirang na kauna-unahang lisensyadong solicitor ng Senior Courts sa England; Top nocher pa",Fake
"Dulot ng matinding pagod, amang delivery rider tumilapon sa kalsada sa kasagsagan ng ulan",Fake
"Grade 6 student, tuwang-tuwa na naka-graduate kahit 76 o pasang-awa lang ang kaniyang general average!",Fake
"1st owner ng iPhone 14, Nanghingi ng ulam at Naki-angkas sa katrabaho, Makamit lamang ang 'Ang Pangarap na iPhone!'",Fake
"Matandang tindera na nahuli-cam na nagsasalin ng tubig sa bote ng mineral, nagpaliwanag kung bakit niya ito ginawa",Fake
Kwarto ng isang Direktor pwersahan umanong pinasok ng isang grupo na dadalo sa isang Presidential rally sa Marawi,Fake
"Larawan ng isang Lalaking Naka-Toga sa Sementeryo, Nagpaantig sa Puso ng Netizens!",Fake
"Mister, sampal at pagbubunganga ang inabot sa kinakasama dahil sa 8K lang ang sahod",Fake
"Delivery Rider sa Customer na Nagmura at Nanakit sa Kanya: ""Delivery fee lang po ang binabayaran ninyo hindi po ang pagkatao namin!""",Fake
"Food Take Out Viral Story, Gone Wrong?!",Fake
" Netizen, humihingi ng tulong para mahanap ang nawawalang kamag-anak na isang dekada ng nawawala",Fake
"Ginang sa Bulacan, ibinahagi ang lihim kung bakit pang dekada otsenta ang kanyang hairstyle.",Fake
"Magulang na fishball, balut vendor, napagtapos ang 10-anak; Bagong Bahay regalo ng magkakapatid",Fake
"Isang bata, mas pinili ang kambing na graduation gift kaysa gadgets",Fake
Andrew E says he has no plans of accepting gov’t position,Fake
"Isang Lolo, hindi na umano pinapapasok at pinadlakan ng mga anak ang sarili nitong bahay",Fake
"Isang street sweeper sa Malabon at magsasaka sa Quezon, kumubra ng tig-P100 milyon sa lotto",Fake
Guro sa Masbate hinangaan sa pagdisenyo ng ‘pangalawang tahanan’ para sa mga mag-aaral,Fake
"Dating carwash boy, nagpursige sa kabila ng kahirapan ngayo'y Top-9 sa Criminology Licensure Exam",Fake
"Isang matandang babae, tinitiis ang paglalakad ng malayo kahit tirik ang araw makapanglimos lamang ng barya para sa anak na may sakit",Fake
Wow! Ganito pala kayaman si 'Bossing' Vic Sotto. Pwede ng magretiro sa Eat Bulaga!,Fake
"Ama, sinamahan mag-apply ng trabaho ang kaniyang 50-anyos na anak sakay ng kaniyang wheelchair!",Fake
