Statement,Rating,cleaned,cleaned tokenized,period%,comma%,colon%,semicolon%,question mark%,exclamation mark%,dash%,apostrophe%,close parenthesis%,capitalized%,slang words%,curse words%,with numericals%,bigrams,trigrams
"Binansagang Putol dahil sa kapansanan, isa palang Honor Student",Fake,binansagang putol kapansanan palang honor student,"['binansagang', 'putol', 'kapansanan', ',', 'palang', 'honor', 'student']",0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['binansagang putol', 'putol kapansanan', 'kapansanan palang', 'palang honor', 'honor student']","['binansagang putol kapansanan', 'putol kapansanan palang', 'kapansanan palang honor', 'palang honor student']"
"Estudyanteng sa dahon lang ng saging kumakain at toyo ang inuulam, kinahabagan at nagpaluha sa mga netizens",Fake,estudyanteng dahon lang saging kumakain toyo inuulam kinahabagan nagpaluha netizens,"['estudyanteng', 'dahon', 'lang', 'saging', 'kumakain', 'toyo', 'inuulam', ',', 'kinahabagan', 'nagpaluha', 'netizens']",0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['estudyanteng dahon', 'dahon lang', 'lang saging', 'saging kumakain', 'kumakain toyo', 'toyo inuulam', 'inuulam kinahabagan', 'kinahabagan nagpaluha', 'nagpaluha netizens']","['estudyanteng dahon lang', 'dahon lang saging', 'lang saging kumakain', 'saging kumakain toyo', 'kumakain toyo inuulam', 'toyo inuulam kinahabagan', 'inuulam kinahabagan nagpaluha', 'kinahabagan nagpaluha netizens']"
Mga BETERANANG AKTRES noon na isa nang LOLA ngayon! Ganito pala sila KAGANDA noon!,Fake,beteranang aktres lola ganito pala kaganda,"['beteranang', 'aktres', 'lola', '!', 'ganito', 'pala', 'kaganda', '!']",0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.25,0.0,0.0,0.0,"['beteranang aktres', 'aktres lola', 'lola ganito', 'ganito pala', 'pala kaganda']","['beteranang aktres lola', 'aktres lola ganito', 'lola ganito pala', 'ganito pala kaganda']"
" Ligwak sa Starbucks at Coffee Project noon, kumikita ng malaki ngayon bilang Head Barista sa Dubai!",Fake,ligwak starbucks coffee project kumikita malaki head barista dubai,"['ligwak', 'starbucks', 'coffee', 'project', ',', 'kumikita', 'malaki', 'head', 'barista', 'dubai', '!']",0.0,0.05555555555555555,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['ligwak starbucks', 'starbucks coffee', 'coffee project', 'project kumikita', 'kumikita malaki', 'malaki head', 'head barista', 'barista dubai']","['ligwak starbucks coffee', 'starbucks coffee project', 'coffee project kumikita', 'project kumikita malaki', 'kumikita malaki head', 'malaki head barista', 'head barista dubai']"
"Albert Martinez hindi pa handang makipag-relasyon muli: 'Liezl's shoes is very hard to fill...pinakamabait, pinakamatalinong tao na nakilala ko'",Fake,albert martinez handang makipag relasyon 'liezl's shoes is very hard to fill pinakamabait pinakamatalinong tao nakilala ko',"['albert', 'martinez', 'handang', 'makipag-relasyon', ':', '&apos;', 'liezl', '&apos;', 's', 'shoes', 'is', 'very', 'hard', 'to', 'fill', '...', 'pinakamabait', ',', 'pinakamatalinong', 'tao', 'nakilala', '&apos;']",0.1111111111111111,0.037037037037037035,0.037037037037037035,0.0,0.0,0.0,0.037037037037037035,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,"['albert martinez', 'martinez handang', 'handang makipag', 'makipag relasyon', ""relasyon 'liezl's"", ""'liezl's shoes"", 'shoes is', 'is very', 'very hard', 'hard to', 'to fill', 'fill pinakamabait', 'pinakamabait pinakamatalinong', 'pinakamatalinong tao', 'tao nakilala', ""nakilala ko'""]","['albert martinez handang', 'martinez handang makipag', 'handang makipag relasyon', ""makipag relasyon 'liezl's"", ""relasyon 'liezl's shoes"", ""'liezl's shoes is"", 'shoes is very', 'is very hard', 'very hard to', 'hard to fill', 'to fill pinakamabait', 'fill pinakamabait pinakamatalinong', 'pinakamabait pinakamatalinong tao', 'pinakamatalinong tao nakilala', ""tao nakilala ko'""]"
"Radio anchor na minaliit ang mga call center agents, umani ng batikos",Fake,radio anchor minaliit call center agents umani batikos,"['radio', 'anchor', 'minaliit', 'call', 'center', 'agents', ',', 'umani', 'batikos']",0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['radio anchor', 'anchor minaliit', 'minaliit call', 'call center', 'center agents', 'agents umani', 'umani batikos']","['radio anchor minaliit', 'anchor minaliit call', 'minaliit call center', 'call center agents', 'center agents umani', 'agents umani batikos']"
"Reaksyon ni James Yap sa engagement ng ex-wife nito na si Kris Aquino, pinagpiyestahan ng mga netizens.",Fake,reaksyon james yap engagement ex wife kris aquino pinagpiyestahan netizens,"['reaksyon', 'james', 'yap', 'engagement', 'ex-wife', 'kris', 'aquino', ',', 'pinagpiyestahan', 'netizens', '.']",0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,"['reaksyon james', 'james yap', 'yap engagement', 'engagement ex', 'ex wife', 'wife kris', 'kris aquino', 'aquino pinagpiyestahan', 'pinagpiyestahan netizens']","['reaksyon james yap', 'james yap engagement', 'yap engagement ex', 'engagement ex wife', 'ex wife kris', 'wife kris aquino', 'kris aquino pinagpiyestahan', 'aquino pinagpiyestahan netizens']"
"Anak, araw-araw inaakyat ang bintana ng ICU para silipin ang inang may C0V1D-19 hanggang sa huling hininga nito",Fake,anak araw araw inaakyat bintana icu silipin inang c0v1d 19 huling hininga,"['anak', ',', 'araw-araw', 'inaakyat', 'bintana', 'icu', 'silipin', 'inang', 'c0v1d-19', 'huling', 'hininga']",0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,"['anak araw', 'araw araw', 'araw inaakyat', 'inaakyat bintana', 'bintana icu', 'icu silipin', 'silipin inang', 'inang c0v1d', 'c0v1d 19', '19 huling', 'huling hininga']","['anak araw araw', 'araw araw inaakyat', 'araw inaakyat bintana', 'inaakyat bintana icu', 'bintana icu silipin', 'icu silipin inang', 'silipin inang c0v1d', 'inang c0v1d 19', 'c0v1d 19 huling', '19 huling hininga']"
Isang concerned netizen naluha sa mag-asawang matanda na nagtitinda ng halaman sa daan,Fake,concerned netizen naluha asawang matanda nagtitinda halaman daan,"['concerned', 'netizen', 'naluha', 'mag-asawang', 'matanda', 'nagtitinda', 'halaman', 'daan']",0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,"['concerned netizen', 'netizen naluha', 'naluha asawang', 'asawang matanda', 'matanda nagtitinda', 'nagtitinda halaman', 'halaman daan']","['concerned netizen naluha', 'netizen naluha asawang', 'naluha asawang matanda', 'asawang matanda nagtitinda', 'matanda nagtitinda halaman', 'nagtitinda halaman daan']"
Satisfied Customer! Ito ang buong pagmamalaking ibinahagi ng isang tattoo shop sa Bacolod matapos tattoo-an ang isang customer.,Fake,satisfied customer buong pagmamalaking ibinahagi tattoo shop bacolod matapos tattoo an customer,"['satisfied', 'customer', '!', 'buong', 'pagmamalaking', 'ibinahagi', 'tattoo', 'shop', 'bacolod', 'matapos', 'tattoo-an', 'customer', '.']",0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,"['satisfied customer', 'customer buong', 'buong pagmamalaking', 'pagmamalaking ibinahagi', 'ibinahagi tattoo', 'tattoo shop', 'shop bacolod', 'bacolod matapos', 'matapos tattoo', 'tattoo an', 'an customer']","['satisfied customer buong', 'customer buong pagmamalaking', 'buong pagmamalaking ibinahagi', 'pagmamalaking ibinahagi tattoo', 'ibinahagi tattoo shop', 'tattoo shop bacolod', 'shop bacolod matapos', 'bacolod matapos tattoo', 'matapos tattoo an', 'tattoo an customer']"
"Estudyanteng isinantabi ang ‘dream course’ para sa kursong afford ng magulang, nagtapos na magna cum laude",Fake,estudyanteng isinantabi dream course kursong afford magulang nagtapos magna cum laude,"['estudyanteng', 'isinantabi', '‘', 'dream', 'course', '’', 'kursong', 'afford', 'magulang', ',', 'nagtapos', 'magna', 'cum', 'laude']",0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['estudyanteng isinantabi', 'isinantabi dream', 'dream course', 'course kursong', 'kursong afford', 'afford magulang', 'magulang nagtapos', 'nagtapos magna', 'magna cum', 'cum laude']","['estudyanteng isinantabi dream', 'isinantabi dream course', 'dream course kursong', 'course kursong afford', 'kursong afford magulang', 'afford magulang nagtapos', 'magulang nagtapos magna', 'nagtapos magna cum', 'magna cum laude']"
IT’S ABOUT TIME TO BREAK THE SILENCE AND LET THE TRUTH PREVAIL! Kasamahan at Kaibigan ng mga suspek,Fake,it s about time to break the silence and let the truth prevail kasamahan kaibigan suspek,"['it', '’', 's', 'about', 'time', 'to', 'break', 'the', 'silence', 'and', 'let', 'the', 'truth', 'prevail', '!', 'kasamahan', 'kaibigan', 'suspek']",0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.6190476190476191,0.0,0.0,0.0,"['it s', 's about', 'about time', 'time to', 'to break', 'break the', 'the silence', 'silence and', 'and let', 'let the', 'the truth', 'truth prevail', 'prevail kasamahan', 'kasamahan kaibigan', 'kaibigan suspek']","['it s about', 's about time', 'about time to', 'time to break', 'to break the', 'break the silence', 'the silence and', 'silence and let', 'and let the', 'let the truth', 'the truth prevail', 'truth prevail kasamahan', 'prevail kasamahan kaibigan', 'kasamahan kaibigan suspek']"
"Tour guide, nakakita ng suka ng balyena na nagkakahalaga ng mahigit $1M habang naglilinis ng beach.",Fake,tour guide nakakita suka balyena nagkakahalaga mahigit 1m naglilinis beach,"['tour', 'guide', ',', 'nakakita', 'suka', 'balyena', 'nagkakahalaga', 'mahigit', '$', '1m', 'naglilinis', 'beach', '.']",0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.05263157894736842,"['tour guide', 'guide nakakita', 'nakakita suka', 'suka balyena', 'balyena nagkakahalaga', 'nagkakahalaga mahigit', 'mahigit 1m', '1m naglilinis', 'naglilinis beach']","['tour guide nakakita', 'guide nakakita suka', 'nakakita suka balyena', 'suka balyena nagkakahalaga', 'balyena nagkakahalaga mahigit', 'nagkakahalaga mahigit 1m', 'mahigit 1m naglilinis', '1m naglilinis beach']"
"Ninang nainis sa demanding na nanay: Kumare, hindi ako bangko",Fake,ninang nainis demanding nanay kumare bangko,"['ninang', 'nainis', 'demanding', 'nanay', ':', 'kumare', ',', 'bangko']",0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['ninang nainis', 'nainis demanding', 'demanding nanay', 'nanay kumare', 'kumare bangko']","['ninang nainis demanding', 'nainis demanding nanay', 'demanding nanay kumare', 'nanay kumare bangko']"
"8-anyos na batang, mag-isang inaasikaso ang kaniyang may sakit na ina at 4 na nakababatang kapatid.",Fake,8 anyos batang inaasikaso kaniyang sakit ina 4 nakababatang kapatid,"['8-anyos', 'batang', ',', 'mag-isang', 'inaasikaso', 'kaniyang', 'sakit', 'ina', '4', 'nakababatang', 'kapatid', '.']",0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,"['8 anyos', 'anyos batang', 'batang inaasikaso', 'inaasikaso kaniyang', 'kaniyang sakit', 'sakit ina', 'ina 4', '4 nakababatang', 'nakababatang kapatid']","['8 anyos batang', 'anyos batang inaasikaso', 'batang inaasikaso kaniyang', 'inaasikaso kaniyang sakit', 'kaniyang sakit ina', 'sakit ina 4', 'ina 4 nakababatang', '4 nakababatang kapatid']"
Balik-tanaw: Gamit na gamit mo rin ba ang Video City Membership Card mo noon?,Fake,balik tanaw gamit gamit mo rin ba video city membership card mo,"['balik-tanaw', ':', 'gamit', 'gamit', 'mo', 'rin', 'ba', 'video', 'city', 'membership', 'card', 'mo', '?']",0.0,0.0,0.0625,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,"['balik tanaw', 'tanaw gamit', 'gamit gamit', 'gamit mo', 'mo rin', 'rin ba', 'ba video', 'video city', 'city membership', 'membership card', 'card mo']","['balik tanaw gamit', 'tanaw gamit gamit', 'gamit gamit mo', 'gamit mo rin', 'mo rin ba', 'rin ba video', 'ba video city', 'video city membership', 'city membership card', 'membership card mo']"
Ruffa Gutierrez sa umano'y engagement ni Yilmaz: I don’t know kung pinapaselos lang niya ako or totoong kinasal na siya.,Fake,ruffa gutierrez umano'y engagement yilmaz i don t know pinapaselos lang or totoong kinasal,"['ruffa', 'gutierrez', 'umano', '&apos;', 'y', 'engagement', 'yilmaz', ':', 'i', 'don', '’', 't', 'know', 'pinapaselos', 'lang', 'or', 'totoong', 'kinasal', '.']",0.038461538461538464,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.038461538461538464,0.0,0.0,0.0,"['ruffa gutierrez', ""gutierrez umano'y"", ""umano'y engagement"", 'engagement yilmaz', 'yilmaz i', 'i don', 'don t', 't know', 'know pinapaselos', 'pinapaselos lang', 'lang or', 'or totoong', 'totoong kinasal']","[""ruffa gutierrez umano'y"", ""gutierrez umano'y engagement"", ""umano'y engagement yilmaz"", 'engagement yilmaz i', 'yilmaz i don', 'i don t', 'don t know', 't know pinapaselos', 'know pinapaselos lang', 'pinapaselos lang or', 'lang or totoong', 'or totoong kinasal']"
sorry Po kasi hindi Po ako matalino Isang nakakalungkot na liham mula sa isang Grade 3 student para sa kanyang mga magulang.,Fake,sorry po kasi po matalino nakakalungkot liham grade 3 student magulang,"['sorry', 'po', 'kasi', 'po', 'matalino', 'nakakalungkot', 'liham', 'grade', '3', 'student', 'magulang', '.']",0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,"['sorry po', 'po kasi', 'kasi po', 'po matalino', 'matalino nakakalungkot', 'nakakalungkot liham', 'liham grade', 'grade 3', '3 student', 'student magulang']","['sorry po kasi', 'po kasi po', 'kasi po matalino', 'po matalino nakakalungkot', 'matalino nakakalungkot liham', 'nakakalungkot liham grade', 'liham grade 3', 'grade 3 student', '3 student magulang']"
"Guro, inireklamo ng isang galit na magulang matapos umanong saktan ang anak nito",Fake,guro inireklamo galit magulang matapos umanong saktan anak,"['guro', ',', 'inireklamo', 'galit', 'magulang', 'matapos', 'umanong', 'saktan', 'anak']",0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['guro inireklamo', 'inireklamo galit', 'galit magulang', 'magulang matapos', 'matapos umanong', 'umanong saktan', 'saktan anak']","['guro inireklamo galit', 'inireklamo galit magulang', 'galit magulang matapos', 'magulang matapos umanong', 'matapos umanong saktan', 'umanong saktan anak']"
"Dalawang Pulis, tinulungan ang babaeng driver ng tricycle na sumadsad sa gilid ng kalsada.",Fake,dalawang pulis tinulungan babaeng driver tricycle sumadsad gilid kalsada,"['dalawang', 'pulis', ',', 'tinulungan', 'babaeng', 'driver', 'tricycle', 'sumadsad', 'gilid', 'kalsada', '.']",0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['dalawang pulis', 'pulis tinulungan', 'tinulungan babaeng', 'babaeng driver', 'driver tricycle', 'tricycle sumadsad', 'sumadsad gilid', 'gilid kalsada']","['dalawang pulis tinulungan', 'pulis tinulungan babaeng', 'tinulungan babaeng driver', 'babaeng driver tricycle', 'driver tricycle sumadsad', 'tricycle sumadsad gilid', 'sumadsad gilid kalsada']"
Draw your favorite pet: Nanay kinabahan sa drawing ng kanyang anak,Fake,draw your favorite pet nanay kinabahan drawing anak,"['draw', 'your', 'favorite', 'pet', ':', 'nanay', 'kinabahan', 'drawing', 'anak']",0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['draw your', 'your favorite', 'favorite pet', 'pet nanay', 'nanay kinabahan', 'kinabahan drawing', 'drawing anak']","['draw your favorite', 'your favorite pet', 'favorite pet nanay', 'pet nanay kinabahan', 'nanay kinabahan drawing', 'kinabahan drawing anak']"
"Bea Alonzo, surpresang ipinagluto at hinandaan ang mga katutubong Aeta na kanilang kapitbahay sa Zambales.",Fake,bea alonzo surpresang ipinagluto hinandaan katutubong aeta kapitbahay zambales,"['bea', 'alonzo', ',', 'surpresang', 'ipinagluto', 'hinandaan', 'katutubong', 'aeta', 'kapitbahay', 'zambales', '.']",0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['bea alonzo', 'alonzo surpresang', 'surpresang ipinagluto', 'ipinagluto hinandaan', 'hinandaan katutubong', 'katutubong aeta', 'aeta kapitbahay', 'kapitbahay zambales']","['bea alonzo surpresang', 'alonzo surpresang ipinagluto', 'surpresang ipinagluto hinandaan', 'ipinagluto hinandaan katutubong', 'hinandaan katutubong aeta', 'katutubong aeta kapitbahay', 'aeta kapitbahay zambales']"
"Lalaking tampulan ng mga panlalait, nagparetoke ng 10-beses; Sobrang successful ngayon sa buhay",Fake,lalaking tampulan panlalait nagparetoke 10 beses sobrang successful buhay,"['lalaking', 'tampulan', 'panlalait', ',', 'nagparetoke', '10-beses', ';', 'sobrang', 'successful', 'buhay']",0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,"['lalaking tampulan', 'tampulan panlalait', 'panlalait nagparetoke', 'nagparetoke 10', '10 beses', 'beses sobrang', 'sobrang successful', 'successful buhay']","['lalaking tampulan panlalait', 'tampulan panlalait nagparetoke', 'panlalait nagparetoke 10', 'nagparetoke 10 beses', '10 beses sobrang', 'beses sobrang successful', 'sobrang successful buhay']"
"Isang matandang nakasabit ang mga paninda sa mismong katawan, tinulungan ng mga netizens",Fake,matandang nakasabit paninda mismong katawan tinulungan netizens,"['matandang', 'nakasabit', 'paninda', 'mismong', 'katawan', ',', 'tinulungan', 'netizens']",0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['matandang nakasabit', 'nakasabit paninda', 'paninda mismong', 'mismong katawan', 'katawan tinulungan', 'tinulungan netizens']","['matandang nakasabit paninda', 'nakasabit paninda mismong', 'paninda mismong katawan', 'mismong katawan tinulungan', 'katawan tinulungan netizens']"
" Napadaan na tindero ng balut, binigyan ng brand new na motorsiklo",Fake,napadaan tindero balut binigyan brand new motorsiklo,"['napadaan', 'tindero', 'balut', ',', 'binigyan', 'brand', 'new', 'motorsiklo']",0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['napadaan tindero', 'tindero balut', 'balut binigyan', 'binigyan brand', 'brand new', 'new motorsiklo']","['napadaan tindero balut', 'tindero balut binigyan', 'balut binigyan brand', 'binigyan brand new', 'brand new motorsiklo']"
"Netizen, nadismaya nang hindi umano tinaggap ng isang Mall ang bagong 1K dahil lang sa tupi",Fake,netizen nadismaya umano tinaggap mall bagong 1k lang tupi,"['netizen', ',', 'nadismaya', 'umano', 'tinaggap', 'mall', 'bagong', '1k', 'lang', 'tupi']",0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,"['netizen nadismaya', 'nadismaya umano', 'umano tinaggap', 'tinaggap mall', 'mall bagong', 'bagong 1k', '1k lang', 'lang tupi']","['netizen nadismaya umano', 'nadismaya umano tinaggap', 'umano tinaggap mall', 'tinaggap mall bagong', 'mall bagong 1k', 'bagong 1k lang', '1k lang tupi']"
"Matapos mag-positibo, Maegan may banat nanaman kay Raffy Tulfo! Sa'yo na pera mo! ",Fake,matapos positibo maegan banat nanaman kay raffy tulfo sa'yo pera mo,"['matapos', 'mag-positibo', ',', 'maegan', 'banat', 'nanaman', 'kay', 'raffy', 'tulfo', '!', '&apos;', 'yo', 'pera', 'mo', '!']",0.0,0.05555555555555555,0.0,0.0,0.0,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.0,0.0,0.012658227848101266,0.0,0.0,"['matapos positibo', 'positibo maegan', 'maegan banat', 'banat nanaman', 'nanaman kay', 'kay raffy', 'raffy tulfo', ""tulfo sa'yo"", ""sa'yo pera"", 'pera mo']","['matapos positibo maegan', 'positibo maegan banat', 'maegan banat nanaman', 'banat nanaman kay', 'nanaman kay raffy', 'kay raffy tulfo', ""raffy tulfo sa'yo"", ""tulfo sa'yo pera"", ""sa'yo pera mo""]"
"Babaeng nanalo sa Mega Lotto ng P62.7-M, napanaginipan ang mga tinayaang numero",Fake,babaeng nanalo mega lotto p62 7 m napanaginipan tinayaang numero,"['babaeng', 'nanalo', 'mega', 'lotto', 'p62.7-m', ',', 'napanaginipan', 'tinayaang', 'numero']",0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,"['babaeng nanalo', 'nanalo mega', 'mega lotto', 'lotto p62', 'p62 7', '7 m', 'm napanaginipan', 'napanaginipan tinayaang', 'tinayaang numero']","['babaeng nanalo mega', 'nanalo mega lotto', 'mega lotto p62', 'lotto p62 7', 'p62 7 m', '7 m napanaginipan', 'm napanaginipan tinayaang', 'napanaginipan tinayaang numero']"
"Pagmamahal at suporta ng Ina para sa Anak na Bar examinee, bumihag sa puso ng mga netizen",Fake,pagmamahal suporta ina anak bar examinee bumihag puso netizen,"['pagmamahal', 'suporta', 'ina', 'anak', 'bar', 'examinee', ',', 'bumihag', 'puso', 'netizen']",0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['pagmamahal suporta', 'suporta ina', 'ina anak', 'anak bar', 'bar examinee', 'examinee bumihag', 'bumihag puso', 'puso netizen']","['pagmamahal suporta ina', 'suporta ina anak', 'ina anak bar', 'anak bar examinee', 'bar examinee bumihag', 'examinee bumihag puso', 'bumihag puso netizen']"
"Netizen, nagbabala sa babaeng kulang umano sa pag-iisip ",Fake,netizen nagbabala babaeng umano iisip,"['netizen', ',', 'nagbabala', 'babaeng', 'umano', 'pag-iisip']",0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,"['netizen nagbabala', 'nagbabala babaeng', 'babaeng umano', 'umano iisip']","['netizen nagbabala babaeng', 'nagbabala babaeng umano', 'babaeng umano iisip']"
"Nostalgia: Pandesal na may palamang ‘kondensada’, kinasabikan mo rin ba?",Fake,nostalgia pandesal palamang kondensada kinasabikan mo rin ba,"['nostalgia', ':', 'pandesal', 'palamang', '‘', 'kondensada', '’', ',', 'kinasabikan', 'mo', 'rin', 'ba', '?']",0.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['nostalgia pandesal', 'pandesal palamang', 'palamang kondensada', 'kondensada kinasabikan', 'kinasabikan mo', 'mo rin', 'rin ba']","['nostalgia pandesal palamang', 'pandesal palamang kondensada', 'palamang kondensada kinasabikan', 'kondensada kinasabikan mo', 'kinasabikan mo rin', 'mo rin ba']"
Napatakbo tuloy ako ng 15km Kara David napagkamalang si Jessica Soho habang tumatakbo sa UP campus,Fake,napatakbo tuloy 15km kara david napagkamalang jessica soho tumatakbo up campus,"['napatakbo', 'tuloy', '15km', 'kara', 'david', 'napagkamalang', 'jessica', 'soho', 'tumatakbo', 'up', 'campus']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0625,"['napatakbo tuloy', 'tuloy 15km', '15km kara', 'kara david', 'david napagkamalang', 'napagkamalang jessica', 'jessica soho', 'soho tumatakbo', 'tumatakbo up', 'up campus']","['napatakbo tuloy 15km', 'tuloy 15km kara', '15km kara david', 'kara david napagkamalang', 'david napagkamalang jessica', 'napagkamalang jessica soho', 'jessica soho tumatakbo', 'soho tumatakbo up', 'tumatakbo up campus']"
"Delivery rider na 16 hrs a day nagtatrabaho para sa pamilya, laking gulat nang malamang hindi kanya ang bunsong anak nila ng misis nya ",Fake,delivery rider 16 hrs a day nagtatrabaho pamilya laking gulat malamang bunsong anak misis nya,"['delivery', 'rider', '16', 'hrs', 'a', 'day', 'nagtatrabaho', 'pamilya', ',', 'laking', 'gulat', 'malamang', 'bunsong', 'anak', 'misis', 'nya']",0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,"['delivery rider', 'rider 16', '16 hrs', 'hrs a', 'a day', 'day nagtatrabaho', 'nagtatrabaho pamilya', 'pamilya laking', 'laking gulat', 'gulat malamang', 'malamang bunsong', 'bunsong anak', 'anak misis', 'misis nya']","['delivery rider 16', 'rider 16 hrs', '16 hrs a', 'hrs a day', 'a day nagtatrabaho', 'day nagtatrabaho pamilya', 'nagtatrabaho pamilya laking', 'pamilya laking gulat', 'laking gulat malamang', 'gulat malamang bunsong', 'malamang bunsong anak', 'bunsong anak misis', 'anak misis nya']"
"Lolit Solis to Ryzza Mae Dizon sa Pagtira sa Condo Niya Noon: Never Nag Thank You, Kaloka Ha!",Fake,lolit solis to ryzza mae dizon pagtira condo never thank you kaloka ha,"['lolit', 'solis', 'to', 'ryzza', 'mae', 'dizon', 'pagtira', 'condo', ':', 'never', 'thank', 'you', ',', 'kaloka', 'ha', '!']",0.0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['lolit solis', 'solis to', 'to ryzza', 'ryzza mae', 'mae dizon', 'dizon pagtira', 'pagtira condo', 'condo never', 'never thank', 'thank you', 'you kaloka', 'kaloka ha']","['lolit solis to', 'solis to ryzza', 'to ryzza mae', 'ryzza mae dizon', 'mae dizon pagtira', 'dizon pagtira condo', 'pagtira condo never', 'condo never thank', 'never thank you', 'thank you kaloka', 'you kaloka ha']"
Saan Aabot ang 5K Pesos Mo? Netizens napa-Wow sa 5K Budget DIY Wedding ng Mag-Asawa from Antipolo!,Fake,aabot 5k pesos mo netizens napa wow 5k budget diy wedding asawa from antipolo,"['aabot', '5k', 'pesos', 'mo', '?', 'netizens', 'napa-wow', '5k', 'budget', 'diy', 'wedding', 'mag-asawa', 'from', 'antipolo', '!']",0.0,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.0,0.0,0.15789473684210525,0.0,0.0,0.10526315789473684,"['aabot 5k', '5k pesos', 'pesos mo', 'mo netizens', 'netizens napa', 'napa wow', 'wow 5k', '5k budget', 'budget diy', 'diy wedding', 'wedding asawa', 'asawa from', 'from antipolo']","['aabot 5k pesos', '5k pesos mo', 'pesos mo netizens', 'mo netizens napa', 'netizens napa wow', 'napa wow 5k', 'wow 5k budget', '5k budget diy', 'budget diy wedding', 'diy wedding asawa', 'wedding asawa from', 'asawa from antipolo']"
