Statement,Rating
Organ-Stealing Group Of Thieves Moving Up and Down East Coast,Fake
1968 all over again? 2024 Communist Democrat convention set for Chicago,Fake
You Won’t BELIEVE What These ‘Hatchimals’ Toys Are Saying To Kids!,Fake
Reports Of Shots Fired Near Camp Shelby In Mississippi,Fake
Lazy Joe Biden and Hunter off to Nantucket for another vacation,Fake
Adapt 2030: David DuByne says America’s banking crisis is accelerating the rise of CBDCs – Brighteon.TV,Fake
Joy Behar suggests those evil Republicans planted documents at UPenn-Biden and house,Fake
Texas judge imposes nationwide block on abortion drug mifepristone; liberals melt down,Fake
Baby Born 39 Weeks Early Miraculously Survives,Fake
Martha Stewart: ‘Unvaccinated Citizens Should Be Executed’,Fake
Teenager Arrested and Expelled After Pretending To Be Transgender So He Can Use Girls’ Showers,Fake
India set to surpass China as world’s most populous nation,Fake
WEF Declares US Will ‘Soon’ Have ‘Hate Speech Laws’ To Deal With ‘Information Pollution’,Fake
Netflix To Allow Users To Order Domino’s Pizza Directly From Streaming Service,Fake
Ohio Residents Undergoing ‘DNA Mutations’ After ‘Chemical Attack’ – Lawsuit Claims,Fake
Researchers find heartbeat-like radio bursts in sun’s solar flare,Fake
3 Year Old Girl Dies After Accidentally Being Tickled To Death By Her Mother,Fake
CBS deletes “we are ready to worship” satanic Sam Smith skit at Grammys,Fake
Feds: Mississippi Couple Planned To Join ISIS In Syria,Fake
Bananas Imported From Brazil Found To Contain Spiders [VIDEO],Fake
Riley Gaines  shreds Biden after he promises to veto bill protecting women/girls sports,Fake
Brother of killer Alec Baldwin (Billy) warns-threatens any Trump arrest protests,Fake
WEF Says It’s Time To Legalize Sex and Marriage With Animals To Promote Inclusion,Fake
Hospital Insider Reveals “The Government Has Been Microchipping Babies Since 1983”,Fake
Justin Trudeau Now Claims He Never Forced Anyone To Get The Covid Vaccine,Fake
BREAKING: Name of new Biden family member revealed to be recipient of Chinese cash,Fake
Eye Patch McCain Dan Crenshaw kicked off Homeland Security Committee,Fake
Pelosi Doesn’t Have Anything To Say About Biden Classified Docs,Fake
Biden Regime Quietly Resumes Biolabs Program in Ukraine,Fake
"ChiComs have infiltrated Canada’s federal government for 30 YEARS, reveals retired spy",Fake
"Capitol surveillance video shows ‘QAnon Shaman’ being escorted through building by police, not ‘leading an insurrection’",Fake
Water fountains at East Palestine High School now have locks (“Danger Locked Out”),Fake
Young Boy In Critical Condition After Apple AirPods Explode In His Ears,Fake
Dalai Lama Caught Kissing Young Boy and Telling Him to ‘Suck My Tongue’,Fake
CBP Warns 16 Terrorists on FBI Watchlist Crossed Southern Border Last Month,Fake
Psychiatrist Prescribes Video Games To Fight Depression,Fake
"Trump Says When He Wins Election He’ll Continue Living In Trump Tower, Open White House To Area Homeless",Fake
New Study Reveals “Swallowing” Reduces Risk Of Breast and Ovarian Cancer in Woman,Fake
MSNBC: ‘Guns Are Our New Moloch’,Fake
Police Arrest Bill Cosby Before Public Forgets To Hate Him,Fake
IMF head warns: Risks to stability of global financial system have increased after recent upheavals across banking sector,Fake
East Palestine toxic chemical spill could affect far-off cities and suburbs,Fake
Thousands Join Oxford Protest Against Tyrannical ’15 Minute Cities’,Fake
Thailand To Become First Country To Sue Pfizer For Billions Over ‘Deadly’ Covid Jabs,Fake
3D WORLD ALERT: Demon-possessed AI learning how to use synthetic biotechnology to construct its own “superhuman” biological systems,Fake
Coming to America? Footage Of sexually explicit drag show for babies in the UK goes viral,Fake
"Political correctness has hindered efforts to tackle Asian grooming gangs, claims British PM",Fake
WWII main players Germany and Japan gearing up for global war,Fake
Rapper Costa Titch dies suddenly at age 28 after collapsing onstage during music festival,Fake
CDC Bombshell: ‘COVID Vaccines Reduce Lifespan by 25 Years’,Fake
Canada Moves To Begin Euthanizing Children Without Parental Consent,Fake
Adam Kinzinger threatens violence on Twitter user (Catturd) over Ukraine meme,Fake
9 Year Old Murders Parents After They Turn Off WIFI For Punishment,Fake
"Experts say oldest, most complete Hebrew Bible could sell for $50M",Fake
Healthcare Plans in Marketplace Set To Triple on January 1st,Fake
Collapse of Silicon Valley Bank a good thing as bank serviced tyrannical tech and pharmaceutical industries run by people who support censorship and “woke” policies,Fake
Conspiracy theories become conspiracy facts,Fake
Archbishop Of Canterbury Refuses To Scrap Schools Guidance That Affirms ‘Transgender’ Five Year-Olds,Fake
5 Year Old In State Custody After Older Brother Convinces Him To “Milk” The Male Dog,Fake
"Woman Buried Alive, Funeral Goers Hear Screams From The Grave",Fake
Charles Manson Found Dead with Suicide Note,Fake
"Libs of TikTok (Chaya Raichik) punks AOC, gives staff ethics lawsuit for defamation",Fake
Time for Greg Abbott to pardon Daniel Perry,Fake
Fauci CONFIRMS gain-of-function research conducted on pathogen blamed for COVID-19 pandemic,Fake
"Healthy 32-year-old doctor died suddenly from cerebral blood clot because of AstraZeneca covid “vaccine,” coroner determines",Fake
Loser John Fetterman needs a stenographer at all times on campaign trial,Fake
‘The witch hunt against me is DEAD’: Trump says left-wing Manhattan DA ‘tricked’ by ‘fraud’ star witness in Stormy Daniels case,Fake
New WHO Amendments Create a ‘Global Government’ in the Name of Health,Fake
Karine Jean-Pierre says boycotts against Budweiser are violence,Fake
"‘Roseanne’ Latest Show To Get Reboot On Netflix, Show To Be ‘Just As Trashy’ As Ever",Fake
Biden Pledges $500 Million More Aid During His Surprise Visit To Ukraine,Fake
Big Tech Insider: ‘Demon-Possessed AI Learning How To Construct Its Own Superhuman Biological Body’,Fake
Bryan Kohberger posted on Reddit asking for volunteers for “research project”,Fake
"Texas Gov. Abbott declares invasion at the border, invokes constitutional powers",Fake
Thousands Dead After Two Huge Earthquakes Strike Turkey & Syria,Fake
"Biolab in Westlake, Louisiana leaks chemicals, residents told to “shelter in place”",Fake
Lizzo Tells White People Her Music Is Not Made For Them,Fake
Anonymous Bidder Spends $3.5 Million On ‘Share A Coke With Trump’ Bottle,Fake
Hottest Selling Toy This Year Wasn’t for Kids,Fake
Decision Desk HQ calls Arizona governor race for corrupt Katie Hobbs,Fake
"Charlotte Mayor Says That Rioters, Looters Will Lose All Welfare and Food Stamp Benefits For Life",Fake
WH Press Sec Sympathizes With Trans Community: “They Are Under Attack Right Now”,Fake
Tucker Carlson calls out Lindsey Graham for the phony he is (and why Trump doesn’t see it),Fake
"Diocese of Des Moines Bans Preferred Pronouns In Schools, Says Students Must Use Toilets & Locker Rooms Of Their Biological Sex",Fake
"Man Sues Nightclub For Ugly Baby, Alleging Dim Lights Caused Him To ‘Hook Up’ With Unattractive Woman",Fake
China may have already deployed unstoppable hypersonic missiles capable of targeting American bases in the Pacific,Fake
Karine Jean-Pierre lied: Said the search for classified documents had completed,Fake
Trump Signs Law To Lower The Age Of Consensual Sex To 13 Years Of Age,Fake
Dolph Lundgren To Replace Bill Nye on New Netflix TV Series,Fake
Kim Jong-Un Says Most Important Thing To Discuss With Trump Is ‘Mean Internet Memes’,Fake
US Soccer player Tyler Adams owns Iran propaganda “journalist” claiming USA is racist,Fake
Police On The Hunt For ‘Scary Clown’ That Was Filmed Killing Young Girl,Fake
25-Year-Old Goalkeeper Dies Suddenly During Football Match,Fake
Black Florida professor making $190k a year leaves lucrative position following accusations he faked data in racism studies,Fake
Next ‘Mega Pandemic’ Is Already Planned: HIV + SARS + H5N1,Fake
IMF Launches New ‘Global Currency’ Called UMU Designed To ‘Monitor All Transactions’,Fake
Sen. Mark Kelly calls for social media CENSORSHIP of economic chatter to prevent bank runs,Fake
REVERSE COURSE! New Yorkers now told to UNMASK while shopping to help fight crime,Fake
"Hood Rat Gives Birth To Full-Grown, Adult Gangbanger",Fake
Trump Becomes First Person To Admit Their Favorite Band is Nickelback,Fake
Trump indictment shows that power-crazed Democrats are INCOMPATIBLE with human society,Fake
"Orlando Shooter Omar Mateen Was Very Likely An Angry, Closeted Homosexual",Fake
Globalist Bill Gates Demands China Must Be Granted ‘Strong Role In World Governance’,Fake
Spongebob Squarepants Scheduled for Cancellation in October,Fake
Will average Americans survive the Biden regime?,Fake
"WHO & WEF Vow To Strip Nations of Their Sovereignty, Create Globalist Totalitarian State",Fake
Trump Calls on Congress To Investigate How the ‘New World Order’ Censored Millions of Americans,Fake
Mexico planning to join BRICS amid tensions with the US,Fake
Anti-Semite Ilhan Omar claims she was unaware of antisemitic tropes about Jews,Fake
Doctor Says That ‘Fat Is The New Skinny’,Fake
Silicon Valley Bank didn’t have a risk assessment chief for 9 months as it focused on WOKE diversity policies,Fake
Figures… Alec Baldwin gets charges dropped in fatal shooting death of Halyna Hutchins,Fake
President Trump Tweets That NFL Players Who Kneel in Protest Are ‘Secret Gays’,Fake
Arizona Gov. Katie Hobbs vetoes bill protecting employees from bosses who refuse to grant COVID-19 vaccine mandate exemptions,Fake
"Kamala Harris and Emhoff get booed, loudly at March Madness appearance in Iowa",Fake
Study: All-cause mortality rapidly increasing for American children,Fake
Police Uncover Multiple Bodies In Indiana Junkyard; Owners Deny Any Serial Killers In Family,Fake
Jack Dorsey (Former Twitter CEO) had an e-mail address “jack@0.pizza”,Fake
Biden Says He’s ‘Really Not Irish’ Because He’s Sober & Doesn’t Have Family In Jail,Fake
James Bond Ordered To Rewrite Stories To Remove ‘Offensive’ References,Fake
Anti-TikTok RESTRICT Act could actually imprison Americans for criticizing GMOs,Fake
Woody Harrelson Drops Truth Bombs About Big Pharma ‘Criminal Cartel’ Live on SNL,Fake
Good! Mitch McConnell in serious trouble for GOP Senate leadership,Fake
"Lebron James (China’s crybaby) booed, loudly at Super Bowl",Fake
6 Yr Olds Told They Must Wear ‘Pride Shirts’ To Take Part In Half Time Soccer Match,Fake
Must watch: RFK Jr. exposes globalist plan to use health crises to impose new world order tyranny,Fake
Norwegian Academic Suggests Using Bodies Of ‘Brain-Dead’ Women As Surrogate Mothers,Fake
Newly Unearthed Emails From 2020 Prove That COVID PCR Testing Is a WEF Scam,Fake
Leaked Pentagon documents prove that World War III has been in the planning stages for years,Fake
Study reveals link between fructose consumption and high blood pressure,Fake
UN Orders World Governments To ‘End Free Speech’,Fake
Man Born With Two Penises Is Suing The Government So He Can Marry Two Women,Fake
Gary Johnson Says He’ll Give Everyone Who Votes For Him $100,Fake
UK Home Office To Dump 400 Migrants At Hotel In Small English Village Of 500,Fake
"Netflix Announces Plans To Ditch Hollywood Films, Plans To Focus Only On Original Content",Fake
Hunger looms as more and more states end food programs,Fake
"Michael Jackson’s Father, Joe Jackson, Reported Dead…Again",Fake
Hungary Prepares To Prosecute ‘Lifelong Nazi’ George Soros For Holocaust Atrocities,Fake
Revealed: DHS joins the list of federal agencies spying on Americans – Here’s what you need to know,Fake
Prominent Cardiologist Calls For Suspension Of mRNA Vaccines During Live BBC Broadcast!,Fake
The next covid? American College of Physicians says super-deadly FUNGUS with 60% kill rate is an “urgent threat” spreading across America,Fake
"DON’T INHALE: Sewage from Tijuana is leaching into the air, water around San Diego",Fake
Twitter Spaces chat with Elon Musk had 1.1 million  listeners tuned in live,Fake
"‘Hobo-ing,’ Pretending To Be Homeless, Latest Trend Among Privileged Youth",Fake
Carrie Underwood Talks About Binge Eating Disorder,Fake
Cancer Found To Be Cured Completed With ‘Extremely Common’ Item,Fake
Media Going Along With The ‘No Known Motive’ Narrative Behind Transgender School Shooting,Fake
"Alvin Bragg pushed by Soros, media to go on Trump witch hunt",Fake
Google’s New Bard AI Is More ‘Woke’ Than ChatGPT,Fake
"Katie Hobbs sworn in as Arizona governor, breaks out in laughter while taking oath of office",Fake
Confidential Pfizer Documents Confirm Graphene Oxide Is In The Covid Jabs,Fake
Ex-President Obama Arrested After Routine Traffic Stop Turns Up Trunk Full of Cocaine,Fake
Live in Philadelphia? Don’t drink the tap water,Fake
"Metals like copper and gold can help end the COVID-19 pandemic, say researchers",Fake
Pentagon Believes Alien Mothership In Our Solar System Could Be Eyeing Earth,Fake
CNBC Host Praises Moderna CEO For Developing Covid Jab Before The Virus Existed In US,Fake
Audrey Hale identified as Nashville Christian school shooter,Fake
Virginia House Democrat Donald McEachin dies after winning re-election,Fake
"Panama Supreme Court rejects legalization of same-sex ‘marriage,’ says it’s not a ‘human right’",Fake
"Dr. Doom warns: Perfect storm of recession, debt crisis and inflation to hit markets",Fake
Anheuser-Busch defends transgender activist Dylan Mulvaney saying the pact helps “authentically connect with audiences.”,Fake
Company Announces Plans To Release Sex Toys For Children,Fake
"BREAKING: Trump Tweets About ‘Getting Away With Everything’, Brags He’ll Never Get Impeached",Fake
Florida Surgeon General Doesn’t Think Anyone Should Take Covid Jabs: They Have A ‘Terrible Safety Profile’,Fake
They are getting cold feet – now Trump wouldn’t be arrested on Tuesday,Fake
"BBC Host, Who Was Forced To Get COVID Vaccine, Suffers Massive Stroke at 45",Fake
Police union executive involved in FENTANYL deals slapped with federal charges,Fake
"EVIL DECEPTIONS: Stanford colluded with feds, Big Tech to create “The Great Covid-19 Lie Machine”",Fake
Woman’s Tongue ‘Cracks’ After Drinking Tainted Energy Drink,Fake
LGBT Activists Facing 9 Life Sentences For Raping Adopted Sons and Pimping Them Out To Friends,Fake
Man Hospitalized After Buzz Lightyear Toy Became Stuck in His Anus,Fake
Ted Cruz: Dr. Fauci Is Killing ‘Millions of Children’,Fake
"Is this sabotage? Another train derails with Montana, spills “unconfirmed contents”",Fake
Where is Buttigieg? Probably with Norfolk Southern CEO Alan Shaw,Fake
‘Heartbreaking’: Pharma eyes exponential growth in multi-million market for autism drugs,Fake
"There Were No School Shootings In The United States This Week, Marking The First Time in 2018",Fake
Biden Admin Is Bannning Cheap Light Bulbs To Help Fight Climate Change,Fake
IMF Says World Needs To Prepare for World War 3: “Billions Will Die”,Fake
Video Shows Undercover Police Officers Posing As Rioters on J6,Fake
Klaus Schwab: ‘Whoever Masters AI Will Become Master of the World’,Fake
Bill Gates Says It’s OK For Him To Use Private Jets Because He’s ‘The Solution’ To Climate Change,Fake
"Orwellian RESTRICT Act gives government regime total control over cryptocurrency, e-commerce and AI",Fake
Lawmakers Stage Mass Walkout During Zelensky’s Speech To Austrian Parliament,Fake
"Air Force admits latest hypersonic missile test failed, as Russian, Chinese missiles continue to threaten U.S. homeland",Fake
Tim Burton  Confirms ‘Beetlejuice 2’ Actually Happening; Keaton Out – Replaced With Johnny Depp,Fake
Health Concerns Escalate After Ohio Train Disaster,Fake
AI firm nabs 30 billion online photos and sends them to law enforcement to prosecute Americans,Fake
"Former EPA scientist exposes corruption at the highest levels of government – soil pollution, biosludge, dioxins and bioterrorism threats",Fake
OPEC+ oil cuts a slap in the face to Joe Biden – expect gas prices to skyrocket once again,Fake
UK’s ammo stockpiles are “dangerously low” after sending generous military aid to Ukraine,Fake
Union says workers at East Palestine train derailment site are getting sick after exposure to toxic chemicals,Fake
"Treasury chief Janet Yellen makes horrific admission, says Biden regime picking, choosing which banks to save (and which ones to let fail)",Fake
JPMorgan Chase wants consumers to pay for goods and services with face scans rather than cash and cards,Fake
"Adderall shortage leaves millions without access to ADHD drugs, and a nation of addicts wondering how to get their pharma fix",Fake
Steven Spellman 18 year old student at Grand Canyon University dies suddenly after suffering a “medical emergency”,Fake
"Biden White House slams cryptocurrencies, says they’re not valid assets",Fake
Twitter To Raise Character Limit To 150 So President Trump Has More Words Available To Complain,Fake
Aaron Rupar – left wing hack journalist banned from Twitter for posting screenshot of location of Elon Musk’s plane,Fake
"Tucker Carlson says Jan 6 select committee videos were doctored, added screams and other crowd noise effects",Fake
New video (censored by media) Jacob Chansley QAnon Shaman – Encouraging people to go home and listen to the president and be peaceful,Fake
President Trump Pardons Himself For Years of Sexual Assaults and Abuse,Fake
UK to send Ukraine DEPLETED URANIUM tank rounds that could cause irreparable harm to the people and the land,Fake
Major retailers will keep shutting down their stores until organized retail crime gets under control,Fake
Lost City of Atlantis Uncovered In Mediterranean Sea,Fake
Community Celebrates Drug Addict’s Death,Fake
"Only Hours After Announcing Separation from Lisa Bonet, Actor Jason Momoa Photographed Holding Hands with SNL’s Pete Davidson",Fake
DEA using Apple AirTags for SURVEILLANCE purposes,Fake
The Non-Bailout BAILOUT commences – total system collapse temporarily averted with emergency liquidity flood,Fake
WHO Unveils Plan To Strip ‘Conspiracy Theorists’ of Their Human Rights,Fake
Jane Fonda: ‘Pro-Life Politicians Should Be Murdered’,Fake
15 Perennial herbs to grow in your survival garden,Fake
Damar Hamlin awake and showing more signs of improvement,Fake
Police Officer in Australia Was Beaten and Raped By a Wild Kangaroo,Fake
US To Host Largest-Ever Satanic Ritual,Fake
"Biden allowed “high altitude object” to penetrate US airspace again, before shooting it down over Alaska",Fake
New Ground Zero Health Disaster: East Palestine Workers Report ‘Severe Migraines and Nausea’,Fake
Trump’s call for building ‘Freedom Cities’ plays right into globalists’ plan for Fourth Industrial Revolution control grid,Fake
Woman Sells Her 2-Year-Old Son On Craigslist To Get Money For Abortion,Fake
Scientists Now Fear Bird Flu Is To Blame For Mysterious Dolphin & Whale Deaths,Fake
"Elon Musk intends to release ALL Twitter files, including all requests by Biden campaign and DNC to censor individual users",Fake
"President Trump Signs Executive Order H11, Repeals 19th Amendment So Women Can’t Vote",Fake
Chicken Nugget Recall After Employee Covers Up Murders In Facility Meat Grinder,Fake
"Creepy Clowns Plan Halloween Night Purge, Cops Warn “Stay Inside”",Fake
DISTURBING Trend On The Rise Among ‘Goth’ Teens – Snorting Blood!,Fake
Man Arrested For Peeping Into Third Story Apartment Window To Watch Couple Have Sex,Fake
BREAKING: Facebook CEO Mark Zuckerberg Kidnapped While Vacationing in Belize,Fake
Is Biden’s credit score screw job on mortgage pricing even legal?,Fake
CNN really is a joke! Considering filling prime-time with “comedian” host,Fake
"Report: Russia SLASHED oil output in March in response to Western sanctions, price cap",Fake
How appropriate.. The Biden Crime Family dines at “Brotherhood of Thieves” in Nantucket,Fake
The Next Pandemic Is Coming & The ‘UK Is Not Ready’ Top Scientists Warn,Fake
Florida investigating drag show for exposing children to sexually explicit activity,Fake
Kosher Weed Coming to NY State; Yahweh Said to Be Pleased,Fake
International Women of Courage Award goes to… a male,Fake
Guinness Recognizes Man With ‘World’s Smallest Penis’,Fake
Biden to pay $1 billion in reparations to compensate developing countries for global warming,Fake
MORGUE EMPLOYEE CREMATED BY MISTAKE WHILE TAKING A NAP,Fake
9th Grade Class in Alabama Performs Suicide Pact After Watching ‘Momo’ Video Online,Fake
"Trump Awards Most Prestigious Education Award, The President’s Academic Medal, To Son Barron",Fake
UK Government Considered Killing All Pet Cats To Stop Covid,Fake
US launches retaliatory strikes against Iranian proxy forces in Syria,Fake
Woman Loses Breast Implant In Vacuum Cleaner Mishap,Fake
Gag Order On Trump Would Be Election Interference Says Roger Stone,Fake
"‘We’re gonna ban assault weapons, come hell or high water,’ Biden vows",Fake
President Trump Backtracks On ‘Arming Teachers’ Idea; Claims He Forgot There Were Black Teachers,Fake
Two American vehicle companies recall over 600 electric trucks due to safety issues,Fake
Snowden: UFO Hysteria Is ‘Engineered’ Distraction From Nord Stream Pipeline Bombshell,Fake
"Cry baby Adam Kinzinger throws tantrum over Tucker Carlson getting 41,000 hours of January 6 video",Fake
Church Of England To Consider Gender Neutral God,Fake
The Pope Joins Forces With Disney To Produce Documentary,Fake
Met Police Officer Pleads Guilty To Child Sexual Offences,Fake
Roseanne Just Filed a Lawsuit Against George Soros Over The Cancellation of Her Show,Fake
New Penis Implant Will Alert Your Cell Phone When Your Man Is Cheating,Fake
SFSU responds to allegations of assault on Riley Gaines by PRAISING her aggressors,Fake
Epidemiology analyst: Childhood chickenpox vaccines INCREASED adult shingles cases by 100%,Fake
Anti-anthem Brittney Griner getting sent to Soviet-era forced labor camp,Fake
Jeb Bush calls Trump announcement for 2024 “low energy speech”,Fake
Elementary school teacher admits “the goal” is to brainwash and confuse children about gender in order to recruit them as new LGBTs,Fake
Biden compares asylum seekers at the U.S. border with Mexico to Jews fleeing Germany during the Holocaust.,Fake
Were the boxes of classified documents in Biden’s Delaware home shown in a campaign ad?,Fake
"Texas Withholding Birth Certificates Of US Born Kids, Immigrant Parents Suing State",Fake
Huu Can Tran is Monterey Park mass murder (Dems and media blamed AAPI hate),Fake
The State of Florida Makes ‘Self Rape’ Illegal,Fake
Scientists Warn ‘Not Wearing Masks’ Is Causing ‘Sudden’ Rise in Heart Attacks,Fake
Study: Poor oral health linked to rheumatoid arthritis,Fake
"Study Reveals Fully Vaxxed Lose 25 Years of Life, As Average Lifespans Plummet",Fake
HHS tranny “Rachel” Levine says mutilating and drugging children has “highest support” from Biden regime,Fake
WEF Wants To Ban Public Parking Spaces To Make Driving ‘An Undesirable Activity’,Fake
Healthy habits and mental well-being: Natural ways to beat depression,Fake
"Trump Plans To Demolish The Statue of Liberty, Says We No Longer Accept ‘Tired or Poor’",Fake
WEF Puppet Macron Planning to Follow Canada’s Lead and Allow Gov’t To Euthanize Citizens,Fake
Cowards in Arizona remove miles of shipping containers placed along the border with Mexico,Fake
Hidden in Plain Sight: Pfizer Meaning in Hebrew Goes Viral Following Grammys Sponsorship,Fake
"WEF Elites, Who Want You To Own Nothing and Be Happy, Fly Hundreds of Sex Workers To Davos",Fake
Group launches investigation into the ‘woke army’ Joe Biden is creating throughout the federal govt.,Fake
Betsy DeVos: ‘Dropping Out of School Is Best Choice For Many Kids’,Fake
Liz Harrington says Trump a THREAT to the evil waging war against America – Brighteon.TV,Fake
Huge strikes planned across Germany while France unravels: The European spring has come,Fake
Ben & Jerry To Stop Making Ice Cream In Protest After Bernie Sanders Backs Hillary Clinton,Fake
George Soros exposed as major force behind Trump’s prosecution and imminent arrest,Fake
SWIFT Banking Network Prepares for Massive CBDC Rollout,Fake
FBI has been testing facial recognition software on Americans for YEARS without their knowledge or consent,Fake
"Why is the media basically ignoring the East Palestine, Ohio train derailment, chemical spill?",Fake
BREAKING: President Trump Gives Full Pardon to Bill Cosby,Fake
Left wing Colorado policies let  Anderson Lee Aldrich out of jail after making a homemade bomb,Fake
New Jersey factory Pickle King destroyed by fire (not far from PA chocolate factory),Fake
Compound in wakame seaweed found to have anticancer properties,Fake
‘Adverse Vaccine Reaction’ Becomes No. 1 Cause of Death in America – Media Silent,Fake
Alt-Right Activists Demand US Flag Be Replaced by the Confederate Flag,Fake
"CONFIRMED: Fauci sent American taxpayer money to communist China to research and develop COVID, spread pandemic propaganda",Fake
"Man Hospitalized After Getting Battery Stuck In His Anus, Says He Thought It Would ‘Give Him More Energy’",Fake
Justin Trudeau Mocks Christians Opposed To Abortion: ‘Do A Little More Praying’,Fake
"Robert F. Kennedy Jr. is not an anti-vaxxer, he’s an advocate for truth",Fake
"Statue Of Virgin Mary Falls From Roof, Kills Church Member; Church Refuses To Pay For Funeral",Fake
Mother Kills Newborn Baby And Ships Body To Father,Fake
Oregon orders Christian parents to allow their adopted underage children to be trans-mutilated on demand,Fake
Now considered racist by the Washington Post: Shark Week,Fake
WEF Insider: Bug Eating Agenda Makes Humans Susceptible to Engineered Viruses,Fake
"Former Barclays, JPMorgan Exec Accused Of Being A Part Of Jefferey Epstein’s Sex Ring",Fake
Woman Gives Birth 7 Years After Having Sex,Fake
RFK Jr. on Fauci’s role in developing bioweapons & how Bill Gates profits from COVID lies,Fake
Pfizer Admits It ‘Engineered’ New Covid Strains To Develop New Vaccines,Fake
"Washington state Democrats pass bill allowing shelters to take in runaway children seeking abortions, sex changes without telling parents",Fake
Donald Trump Hides Severe Heart Condition From Public,Fake
"Hillary Clinton Trademarks ‘Feel The Bern,’ Sues Bernie Sanders To Stop Use",Fake
Parent Company of Corona Beer Sues China Over Bad Press During Their Coronavirus Scare,Fake
MTV Announces Drastic Programming Change – They’re Going Back to Music Videos!,Fake
Mattel Announces ‘Big Booty Barbie’ For Little Fat Girls,Fake
Doctors sue Japanese gov’t for mandating national ID to access medical care,Fake
Melania Plans Lawsuit Against Kathy Griffin After Viral Picture ‘Scares Her Too Much’,Fake
State financial officials demand JPMorgan Chase end woke banking practices that are leading to collapses,Fake
"Government Releases The Cure For Cancer, But With The Largest Price Tag of Any Drug in History",Fake
"80% of the Alaska vote counted, Kelly Tshibaka still beating Murkowski",Fake
Phony! Kelly Ann Conway dines with groping Andrew Cuomo in New York,Fake
Woman Robs White Castle With Handful Of Bloody Tampons,Fake
"Major explosion at Bedford, Ohio metal manufacturing plant",Fake
115-year-old paper mill in North Carolina set to shut down operations for good,Fake
HIV Needles Are Being Placed on Gas Pump Handles – Over 40 People Already Infected,Fake
"Minnesota nuclear plant leaks 400,000 gallons of radioactive water",Fake
Photo Shows Orca Abuse At SeaWorld To Be Barbaric And Heartless,Fake
IT KEEPS HAPPENING: Tanker carrying thousands of gallons of propane fuel FLIPS OVER in Florida train derailment,Fake
Doublespeak: State Department warns about online censorship then threatens to “hold platforms accountable”,Fake
18 Republicans vote for the pathetic $1.7 trillion omnibus monstrosity!,Fake
Right Now with Ann Vandersteel: CDC is hiding Medicare data about the dangers of COVID-19 vaccines – Brighteon.TV,Fake
Woman Gives Birth To Twins Inside Casket After Her Husband Buries Her Alive,Fake
Is Paul Pelosi holding a drink in his right hand?,Fake
The Left invented a “Day of Hate” in order to condemn it,Fake
Magnesium: An underappreciated nutrient for brain health and mental well-being,Fake
US Calls Off Search For Downed UFOs,Fake
"White Woman Gives Birth To Black Baby, Claims The Ghost Of Michael Jackson Impregnated Her",Fake
"COVID-19 vaccine sheds graphene-like substance that causes cellular damage and blood clots in the unvaccinated, warns doctor",Fake
7 Kids in Africa left PARALYZED by vaccine-derived polio bankrolled by Gates Foundation,Fake
FDA Approves Tranquilizer Dart Gun That Puts Kids To Sleep,Fake
"President Trump Signs a New Bill Forgiving All Student Loan Debt, Wants To ‘Make Education Great Again’",Fake
Meltdown:  Pfizer Director Jordon Triston Walker throws epic tantrum when confronted by James O’Keefe,Fake
Ubisoft Partners With Police to Jail Users Who Commit ‘Hate Speech’ While Gaming,Fake
"Hugh Hefner’s Penis To Be Gold Plated, Placed on Display at Smithsonian Museum",Fake
White House Doctor Says Joe Biden Remains ‘Fit For Duty’,Fake
Following recent Scott Adams controversy – Elon Musk jumps in and claims media is racist against Asians and Whites,Fake
"Pfizer is terrified of discovery in Brook Jackson’s legal case against the company – “Pfizer lied. People died,” says attorney",Fake
"Terrorist Plot Thwarted During Presidential Debate, Secret Service Captures Attempted Bomber",Fake
Nun Caught Stealing $89 Worth Of KY Jelly At Walmart,Fake
U.N. Worker In Contact With Refugees Contracts Unknown Skin Disease,Fake
COVID-19 Found in Toilet Paper,Fake
CMT Music Awards go woke: Kelsea Ballerini stands in solidarity with drag queens seeking child audiences,Fake
Stores To Begin Requiring Fingerprint Scans Along With EBT Cards To Avoid Fraud,Fake
Texas legislation would create new digital currency backed by gold,Fake
"Merck’s New COVID Pill Causing Dangerous Virus Mutations, Study Finds",Fake
U.S. Government Removing The Term “Negro” – Reprinting Over 22 Million Birth Certificates,Fake
America could turn the Philippines into the next Ukraine in proxy war with China,Fake
Texas Gov. Greg Abbott moving to quickly pardon Army sergeant convicted of murder in clear case of self-defense,Fake
Amazon Breaking Into Alcohol Sales Using New Dash Button,Fake
"Thanks, Obama: U.S. defense official declares Iran can construct a nuclear bomb ‘in about 12 days’",Fake
Leaked Pentagon documents show how US intel networks spy on its own allies,Fake
Trump may hire Laura Loomer,Fake
Renewables NOT ENOUGH to cover Europe’s energy needs,Fake
Man Murders Girlfriend Because She ‘Wouldn’t Make Eye Contact With Him’,Fake
Australian authorities pushing 5TH COVID SHOT on unsuspecting populace though admitting each booster is only “effective” for a few months,Fake
Rapist Sues Woman He Assaulted After Learning She Gave Him HIV,Fake
John Podesta’s niece (Lesley) resigns from Twitter Trust and Safety Council,Fake
UK Regulator Says Pfizer CEO Made ‘Misleading & Unqualified’ Comments About Covid Jabs For Kids,Fake
Dutch Citizens Cover Top News Agency Windows In Stickers Representing Deaths Caused By Covid Jabs,Fake
